"","contcod","Gini-MI","Gini-MI-0","Gini-MI-0.5","Gini-MI-1","MLD-MI","MLD-MI-0","MLD-MI-0.5","MLD-MI-1","TheilT-MI","TheilT-MI-0","TheilT-MI-0.5","TheilT-MI-1","Mean-MI","Mean-MI-0","Mean-MI-0.5","Mean-MI-1","Bottom 50%-MI","Bottom 50%-MI-0","Bottom 50%-MI-0.5","Bottom 50%-MI-1","Middle 40%-MI","Middle 40%-MI-0","Middle 40%-MI-0.5","Middle 40%-MI-1","Top 10%-MI","Top 10%-MI-0","Top 10%-MI-0.5","Top 10%-MI-1","Top 1%-MI","Top 1%-MI-0","Top 1%-MI-0.5","Top 1%-MI-1"
"41","KEN",0.881042691949206,0.809553193682085,0.878139023464069,0.999739353165317,2.08733391410053,1.41780516816094,1.87246888393554,8.50069754448815,3.81861526447551,2.15457420844745,3.30438226411964,9.1922284044743,80228.7246630396,3107.33024107694,4867.61437538983,3714341.74417342,0.0314792615909317,4.25489337216639e-05,0.0322388980678052,0.0511609961367849,0.053527172678769,7.15902933545576e-05,0.0546606078298076,0.086560664592735,0.845972568517929,0.752949131874719,0.842511514363636,0.999792158596306,0.644968777161134,0.443593194294202,0.635364116446474,0.999513665416746
"42","KGZ",0.859492463386026,0.785018446389549,0.854161055846821,0.950280672551816,1.81264646547713,1.33356912338169,1.72139028789216,2.80967638880289,3.48648983974656,1.97566849856871,3.30827087107057,6.62493639147431,9265.66759621858,5270.49814484865,7842.34801251886,23414.6974207946,0.0400614033482612,0.0138644036908594,0.0416343307086172,0.0610120322222031,0.0680304477385594,0.0238000476741338,0.0706122603148051,0.105156620243507,0.819865265949516,0.721804667295975,0.812739265450015,0.936154866863365,0.615364166575656,0.418263406730903,0.602566369985197,0.861008057403487
"43","KHM",0.427437065807886,0.418380345617595,0.427613778938574,0.437190594051404,0.291977589313796,0.279877571135792,0.292181281560655,0.306169399162448,0.345159989229353,0.333570028187574,0.34552313644078,0.362340576182168,763.028216416563,741.127292766774,764.261284860261,775.829119313852,0.225434132690263,0.220206835554492,0.225465599278352,0.23229466981793,0.25711504112195,0.25141903854219,0.257269456913192,0.262577220407203,0.357240578068917,0.349492469752884,0.35736566267535,0.366291395169093,0.0657692369270841,0.0628062997955548,0.0657405946194932,0.0699964306358147
"44","KOR",0.448884010333015,0.430743422566361,0.448244635826782,0.472169787798071,0.350886991147337,0.320883566864076,0.349047938848876,0.389265763120494,0.479634332655221,0.409021852449489,0.479784592608481,0.582878206788782,12910.7750598128,12533.9420736652,12896.6588874636,13616.2960613159,0.222167952778725,0.211727876126528,0.222178159714063,0.22942602782248,0.273557638328185,0.261389764396192,0.27380053630968,0.282911890539491,0.380170135960997,0.358643368308081,0.379016681058255,0.404745536195075,0.130105215271522,0.109612204028748,0.130775101630093,0.159168990367704
"45","LAO",0.481161155236515,0.457183789088515,0.481780899991323,0.518666580395867,0.39156071553696,0.34845369335899,0.392979855211712,0.462932817486678,0.655158021167988,0.522992812141061,0.658825876325898,0.896495678890732,742.531132608447,702.870518620184,741.67072084072,801.171144041076,0.21138846303244,0.195479112557924,0.21114574377702,0.222130713765771,0.235951440132663,0.218452898561063,0.235559277221339,0.247594812157705,0.433225438028188,0.408175998230862,0.434555452872887,0.473234590855623,0.175920544391121,0.144316670313867,0.176406162869769,0.226417123045606
"46","LKA",0.469325794124142,0.458739869843713,0.470372815670377,0.481249446238858,0.362337931564969,0.345736534543749,0.364016894922543,0.38207647637266,0.457285551704586,0.437937319287866,0.459009618408785,0.484639740378538,1292.19711584431,1256.07569325576,1294.15827161083,1327.11796495607,0.208779120894572,0.203339483176456,0.208331649879578,0.214692731603941,0.244105792343818,0.237606918707999,0.243830414104525,0.250286067407867,0.403017699989574,0.393787733557112,0.403335820739546,0.416888929503234,0.100303226099688,0.0947418465563002,0.100327910664094,0.105278167870931
"47","LTU",0.439163262368127,0.430885383905097,0.438637451668015,0.448607979585781,0.318307749055011,0.305605198782353,0.317284492542046,0.332615625357731,0.392392268369819,0.377174119407979,0.391245849875978,0.411164423609634,1888.306333672,1846.37934968997,1888.94597320083,1941.08949682966,0.225175920960537,0.220096448826542,0.224910070696023,0.229743190078944,0.262506328321205,0.257353294031843,0.262582634355576,0.265949089427105,0.373918897392808,0.365824532694131,0.373444135559657,0.384550254222199,0.0898828388328816,0.0849998058510345,0.0899950867119196,0.0932078680169274
"48","LUX",0.38412758772528,0.369808162613162,0.382702698746795,0.406228201517632,0.249899983871075,0.229139259279979,0.24734924343298,0.282878971717049,0.352183343383709,0.290931807297162,0.343867351920468,0.445992609375249,22558.1849522164,21991.9717968749,22474.8782372651,23526.4450396625,0.259035550260492,0.249268845791798,0.259480082815616,0.266952006932705,0.293840727735805,0.282679976481733,0.294662560484126,0.302323096828824,0.332150376865004,0.315945134807542,0.330640449308055,0.355529577618393,0.103817876762801,0.0850824925065069,0.103638854658487,0.128264985627602
"49","LVA",0.389725808331595,0.370117676939923,0.387266421072484,0.418936899018052,0.25572671008015,0.227016355423159,0.253007373618209,0.303008399879464,0.373366839451552,0.292683305923424,0.35724479059816,0.564508266526631,2953.97035672128,2858.88355252085,2939.95754910969,3089.02952031753,0.256007857648932,0.243567127142068,0.257176079989503,0.264463896798814,0.288756681527007,0.275312280041448,0.289922284257501,0.299486909957814,0.338651868248588,0.316896352575473,0.336429401172388,0.370176526229476,0.108685576431513,0.085564644950736,0.106299937233806,0.147763321126869
"50","MAR",0.63331204572052,0.574785903895072,0.610735278120653,0.985632972976134,0.769622094809302,0.569906828149118,0.657270591891001,3.96164463566178,1.52339229975952,0.848881797134259,1.175610191157,8.75305061181781,5050.69031691853,2883.02373900518,3178.14589855497,87757.4738739097,0.134968977889574,0.00525709834003038,0.143682810926926,0.157374540166625,0.175035073963645,0.00676579055252135,0.186129335055669,0.202805618103146,0.571350682891885,0.502692665977113,0.545613974183951,0.9833084145091,0.311606492440884,0.203050644811712,0.273495628892394,0.973026693132888
"51","MDG",0.611886909157852,0.603963857019672,0.61004245159655,0.625392710315147,0.662158046073081,0.642741046733164,0.657444523274602,0.696080718254136,0.837669131616892,0.806554006515601,0.834715653113795,0.882548401796268,676.124988359026,653.361957062005,674.81441359299,707.547531264148,0.13490935571777,0.129295312327973,0.135397972382886,0.138737339217609,0.17963652892771,0.171797424765717,0.180239196750195,0.184872630801314,0.534912600676923,0.524942079723163,0.53343786862278,0.552537642494673,0.166180559620618,0.157825003316641,0.165811841649745,0.176950773622809
"52","MEX",0.873005003319411,0.790209415601886,0.861234660705258,0.999748562833623,2.01989460823598,1.30327957681369,1.7221070119615,8.54436905547231,3.86196001052728,1.97411566316084,3.2497488911357,9.19424183176737,279097.014847308,9104.1300670186,13900.4972414521,13013365.9219865,0.0360038848242859,4.23634495545914e-05,0.0391969931175968,0.0602441993798364,0.0581990158092554,6.88787438394821e-05,0.0635705936244077,0.0964022808709402,0.838496788135292,0.73323748585815,0.823758895157514,0.999807546255905,0.645760210872037,0.422142598647608,0.61473182757279,0.999562480987802
"53","MLI",0.859234206634664,0.780017823085549,0.84782621103135,0.999688025301122,1.88095366943137,1.23080328429114,1.59715992802096,8.17155182629402,3.79178693132685,1.95295969353853,3.36858812029198,9.18724296858726,17254.262174105,758.306848427782,1100.85910951407,788642.651470338,0.043438001361336,6.58456477312616e-05,0.0472651203141555,0.0677442413075604,0.0636702150843823,9.60636212090966e-05,0.0690133907446877,0.0992328229410236,0.827028412131833,0.727897976927586,0.813897860055668,0.999740152596314,0.636057201585671,0.428572207903759,0.607022269649999,0.999459616340363
"54","MRT",0.847900777112334,0.76312232752056,0.83901697575276,0.974326276084535,1.67738477966572,1.15012265007016,1.53667952162406,3.37557261011121,3.54038655804445,1.8536863817881,3.1550847776871,7.73678503970808,4190.16197670409,2139.4917664399,3113.40207856031,19363.7943289885,0.0481852443321579,0.00818734174455955,0.0509930237410681,0.0753290845838947,0.0686225349995721,0.0116281966882196,0.0723808101197246,0.107147467245715,0.815048457774365,0.710391950695779,0.804493875140795,0.969224021043688,0.616570243387846,0.411874140464107,0.592343257517671,0.935250368086146
"55","MYS",0.729768904665205,0.710834935260829,0.727294711968702,0.751200820140067,1.03111070814994,0.965476828064678,1.02163890121675,1.11417100908056,1.55821671482312,1.40231398566753,1.54476893533203,1.75930326524164,6763.34608886735,6366.99540651959,6719.87612499018,7430.26381061419,0.0888610055469874,0.0811301847858655,0.0894081668565693,0.095138883357563,0.125380823972607,0.114791184097703,0.126251774479813,0.1341497160306,0.672330997884143,0.647405813164923,0.668876490119175,0.697818025904978,0.350056182171009,0.313061329218876,0.345709740159225,0.40178422423604
"56","NER",0.691725338133299,0.643796990998628,0.689054933983609,0.742338190193155,0.886755980522698,0.74097088830937,0.876267798358189,1.06390307120061,1.6843262047791,1.21181870053429,1.66912269425256,2.41867168471734,773.898859961926,665.30409197007,761.84471077037,929.348263563364,0.110527556141649,0.0924229443968303,0.111389654943869,0.12766135907837,0.143828826634251,0.120709203371762,0.145707180710167,0.166390784112278,0.638222181563681,0.57973873493896,0.635789455068626,0.697455363272815,0.369999225897919,0.286629042840187,0.366618000328595,0.478117013320027
"57","NGA",0.655284102802333,0.60128073255701,0.645003307726809,0.978002840176247,0.867847438976732,0.681920547506836,0.802006598522588,3.57961518698288,1.4285370375163,0.852737478909349,1.19496219543915,8.47537354306997,1098.76098923,736.900146833975,825.682577495714,13447.2410125251,0.113840542523235,0.00723671986669138,0.116629958719646,0.132937981780628,0.178624550642894,0.011341373660661,0.184498407770047,0.207936457176593,0.566787018445566,0.500080013271116,0.552855574055644,0.972475029089925,0.288145948861596,0.191507225402173,0.26762833230074,0.954419079269576
"58","NIC",0.879314263281899,0.808170087620317,0.86849207088867,0.999771609972654,2.13381551557791,1.464211039523,1.84166146535814,8.78006203918302,3.82609665358201,2.10188089873577,3.27088835476139,9.19333012841679,115049.137302576,3586.68310960363,5085.71601661743,5399081.30560933,0.0312485157539621,3.2329750972506e-05,0.0337247857125667,0.0492717710071718,0.0568038638321135,5.97085005283963e-05,0.0619226700979511,0.0904136728589618,0.840938660982152,0.744727160353817,0.826249271025862,0.999831195067601,0.642732717256148,0.435961404247029,0.606900343471233,0.999599583456161
"59","NLD",0.468294447657456,0.44313242510849,0.469055462817021,0.497629906986275,0.376658157196969,0.334570820124998,0.378670814795051,0.43196564100092,0.561412715177909,0.454808637849767,0.556799479943085,0.74295928376047,17586.1842129853,16763.1581850567,17600.1718949993,18698.0831758468,0.213848102607454,0.20179640153808,0.213860168999254,0.224609373956459,0.258023354230908,0.243832497247074,0.257844206484643,0.270906346909712,0.40450243127833,0.376206132990589,0.405737168666056,0.437071814792547,0.150476792223513,0.122149056304032,0.149335757923817,0.191683549867078
"60","NOR",0.359224312491335,0.34894203996291,0.358286721981831,0.369947061503937,0.217210212452581,0.204298631560008,0.216605943306728,0.231037102007721,0.279303013026894,0.255167116439288,0.280210162388223,0.306706264469553,15522.7383082957,15263.9458781415,15497.1576695998,15875.0038657874,0.273401132033663,0.267876717780963,0.273982418956933,0.278276129151359,0.302732168401696,0.297411469431208,0.302766298165869,0.308158500604108,0.312587765417943,0.301967078566189,0.31221579542907,0.322595706130491,0.0848396351636762,0.0774626519005146,0.0848961181528381,0.0943129430137184
"61","PAK",0.449012140669905,0.431382363238458,0.448456489613018,0.466500827247313,0.339208882266384,0.31018366445597,0.338633227755313,0.369708947588652,0.539813741116758,0.467175592419923,0.537357634797981,0.640046874856775,1037.31894764452,999.845719598226,1034.93695983204,1080.58034507237,0.228109202537946,0.220055677704425,0.228466428512722,0.235693337121477,0.247533143976544,0.239256142059637,0.247711971343998,0.25634112192311,0.40591081581973,0.38633705010282,0.40579537000815,0.425496371504455,0.15185523154516,0.131071796875578,0.150347981250888,0.178194900826571
"62","PAN",0.874255222779698,0.811964722207801,0.862670368899537,0.98194174729166,2.0587313285079,1.57363353910627,1.89718460444388,3.91575323498466,3.57874930510596,2.0884425166992,3.06514930678864,8.06106583238132,13521.7274331459,6927.74309619624,9712.25483125161,73966.8326669516,0.030991578295609,0.00450527791425858,0.034153600338826,0.0469292768938158,0.0618510037405528,0.00884287417544227,0.0679734221704704,0.0929871165388575,0.830840210508059,0.745934082825831,0.815666103097951,0.975889431919206,0.620363618423635,0.441045133216912,0.584556904353232,0.947041082286338
"63","PER",0.794969238754669,0.725614716371985,0.790516789698106,0.905630769564381,1.37189007954783,1.05726941318457,1.32650453937799,2.12415619082909,2.64861551874356,1.56391672274412,2.54338503754757,5.27223334986256,5902.55354393737,4121.9546426771,5383.89015812227,12141.6088936571,0.0638299933118191,0.0290546657151255,0.06591037233294,0.085475783940091,0.101189850611069,0.0461833765045787,0.103885065880364,0.137379594602295,0.742104653941708,0.653436770486109,0.737272349573156,0.881182961203611,0.502933008360377,0.342108817833657,0.500220530670661,0.766046490663932
"64","PHL",0.664288228439154,0.644098417448436,0.664332952858026,0.685360942749134,0.801156492281934,0.74317652222745,0.801868294237681,0.864396596207434,1.23292599973722,1.11168482490614,1.22891066673678,1.37751432004637,1900.80505009093,1777.61448540974,1901.09166485937,2038.58753452047,0.118714953504896,0.111354120484,0.118403497851847,0.126986114683957,0.155648576976624,0.145148081505679,0.155720990530848,0.165482985748068,0.603837944377276,0.580523343613902,0.602822431019654,0.629922392465262,0.286993067834719,0.256047045496536,0.285895806304111,0.326886162804829
"65","POL",0.435048536259094,0.417680799463064,0.435127476032136,0.448467948376666,0.342635118577723,0.315190418496244,0.343107862386944,0.362893764015102,0.411836890354111,0.363045812804331,0.411390502906676,0.455794720021615,3016.8245467333,2914.12467322645,3021.73943519123,3113.90900133786,0.22568941821652,0.219240434296044,0.225939975293824,0.234877310290076,0.292074454199262,0.285722784601094,0.291938761979819,0.301006350835133,0.355505353227134,0.337938768159402,0.356025915446766,0.370217349179455,0.109530375056226,0.0929651849212146,0.108947992519755,0.12587961967003
"66","PRT",0.569414858607993,0.527842236637115,0.55814267910614,0.683600140195286,0.565273855184226,0.472164280361175,0.535913851132458,0.869566148740228,1.06181186220366,0.724689271257101,0.926033236383168,2.52347165998141,12506.0782970283,11288.7344056109,12077.3255346285,16714.4833270336,0.165857620582675,0.12217267360228,0.170073279128891,0.182411158613819,0.202744944769789,0.149524331218077,0.208180379634575,0.222803010211741,0.510054146387937,0.462665438499813,0.49701349907646,0.640578391869201,0.246668310626792,0.183455853497947,0.229168419176664,0.446539960348751
"67","PRY",0.885389795868439,0.827471079046727,0.879604514760872,0.999765549745499,2.16981384762935,1.5669041567053,1.92839619516948,8.72879966711758,3.84417349676615,2.33599530936961,3.38269187261298,9.19396544921005,283547.683039987,10242.2677872122,14743.7147657698,13247280.5495274,0.0288799314370359,3.3516284929806e-05,0.0301177715241775,0.044018870500274,0.0530250770041033,6.18904652894641e-05,0.0559597325394516,0.0808338168261033,0.848406394181118,0.771769556317363,0.840599424875223,0.999821598012357,0.650459670491108,0.481517633551637,0.629590856039085,0.999582616661863
"68","ROU",0.4026658708268,0.386661373081307,0.404125694955975,0.417413308033994,0.276464676806221,0.252593020916658,0.278399764307431,0.297568711747905,0.3770922789129,0.324187964073639,0.379544298281536,0.421350487308808,1502.31076717536,1463.44360580337,1499.59008532294,1545.84073607264,0.248931494240226,0.241318676915882,0.248903470133666,0.255857632637547,0.28769851347856,0.280258700176776,0.287545446411388,0.29640991780046,0.346422386946512,0.327246371554199,0.348318709558612,0.359836490045769,0.109213014963618,0.0928901596795566,0.109251442304735,0.122157447030922
"69","RUS",0.831821103868647,0.760551254052111,0.819298235929817,0.967410426552888,1.56117375435493,1.13411085402253,1.41553988008847,3.13110107677761,3.33816281988327,1.93157743682558,2.89609022133224,7.53659366135036,15814.8933618727,8937.78230110049,11889.5950400419,65867.3248963767,0.0546075523995258,0.0107068760878466,0.0591030065848284,0.0785523272437416,0.0759732758490478,0.0148282733262307,0.0815544911492125,0.108918889618186,0.797134126065648,0.71106890135709,0.782189673279648,0.961171450863324,0.59051021732119,0.419743146657929,0.566244375648698,0.921409887053309
"70","SGP",0.680761285403798,0.657369757814676,0.682501948609494,0.702141105663689,0.858087881214052,0.788118827914278,0.863377256298986,0.926292151693503,1.42857978057978,1.22856951461293,1.42951922883126,1.62896014639257,15805.4054895004,14751.304790065,15820.2199450666,17181.3692530999,0.112751548386443,0.103661179192157,0.111757964530542,0.121363924876069,0.151208466946906,0.140222859121536,0.150597092123228,0.161884351573843,0.621265602757361,0.592284452416497,0.623336418500831,0.647954806484274,0.329952830100119,0.282860510217457,0.331446118208686,0.371705027424607
"71","SLV",0.804916422422065,0.769027359846013,0.806265430953362,0.839106671835232,1.37022189715,1.19754194632659,1.37191556065671,1.5612294790812,2.41498378707976,1.97757036032003,2.40768441677216,2.9294031393076,7102.85792423087,6002.26137385694,7114.91109903203,8734.27746955121,0.0615840799348021,0.0503240298114419,0.0609324994315549,0.073306297507275,0.0906419414738994,0.0739920655512787,0.0897030674562063,0.108074841644969,0.760914707187504,0.715215293766226,0.76229564508695,0.802594017308248,0.504844994110264,0.425569402647787,0.503808822017332,0.584725082408285
"72","SVK",0.259371200056628,0.254177396001196,0.258792902002362,0.266469428454788,0.113472261742622,0.108672571769889,0.113009000142236,0.119809383219543,0.134567835810268,0.127318144843647,0.133562531788031,0.144615932995505,5427.94278288213,5376.30794066217,5422.86309269983,5490.52881486183,0.332036381645803,0.328264078790423,0.332117906607122,0.335196569866827,0.341077926369818,0.337351102560915,0.341336230043712,0.344082457921508,0.238338824630796,0.233410764055065,0.238074217725804,0.245551012166737,0.0506000570562222,0.0479740746825599,0.0505331037808604,0.0549322852848497
"73","SVN",0.438177079940673,0.418310281805474,0.437731261270387,0.456570957101082,0.322954031390377,0.290040775050685,0.322546037233437,0.353253857303135,0.48371325608848,0.394354159455888,0.484797531510274,0.55491581296127,8898.21407060672,8598.99653225372,8899.42169532912,9278.23041531565,0.232151230538502,0.223615869197193,0.232207525449456,0.240944608339131,0.261036022676614,0.253047651160777,0.260911539043784,0.2694108815735,0.387610032408614,0.365690614955706,0.38781147285509,0.407489049193108,0.136552947759822,0.108604491252743,0.13705360357865,0.154832388158601
"74","SWE",0.335995823679785,0.326062999224037,0.335210922726438,0.3486814003533,0.195917087270504,0.182279377781036,0.195146854081583,0.213730409774346,0.235505259422363,0.20533098131221,0.233483196532807,0.284703031076209,12548.4358593783,12289.4129860924,12528.7844357147,12834.3788570154,0.282900429534948,0.276791011748819,0.283196169011979,0.287167506751439,0.327235207903574,0.321062001554545,0.327516683016828,0.331859033077374,0.280657325201679,0.270095204462456,0.279867291204239,0.292890291099528,0.0722813165558573,0.0617713703823838,0.0725360566784928,0.0850200432626407
"75","SWZ",0.890206440463774,0.825131925375131,0.885074520826371,0.999755094778622,2.23560885326081,1.57005504968114,2.00726442689954,8.67947925094179,3.75764188688286,2.17495954487006,3.29718277306215,9.19201698955402,31274.9530759436,1167.7892499305,1839.43951684405,1450486.2319143,0.0259309312686741,3.38844189298567e-05,0.0266829152138095,0.0424126297873602,0.049815627252157,6.50235672601054e-05,0.0516992676930369,0.0807720591229659,0.852856232237684,0.765597156408214,0.845963902878785,0.999805332648499,0.645718725573206,0.44964276229628,0.625937767104371,0.999523867982716
"76","THA",0.697532441803515,0.668516256543469,0.69774676565122,0.724829815745313,0.896392434421156,0.804612862904337,0.896188416258604,0.988756672163982,1.47274582696658,1.25407597626352,1.47338974488887,1.65736536481232,3811.8446026207,3476.46568890463,3808.99857424381,4234.63070321826,0.106156900305649,0.0960227422439036,0.105966559111841,0.115979954336593,0.135831104361372,0.122580510371402,0.136084998178491,0.148899794752926,0.645616221960734,0.609160446623572,0.64535740900102,0.678836612734857,0.339429506636063,0.285201629940236,0.33906999772799,0.388099876016364
"77","TUR",0.668317056699312,0.6364629861335,0.668996463795827,0.721751325728362,0.819629895160674,0.729204201755511,0.818582995047986,0.991242287297626,1.438374857178,1.15544317524161,1.43297062227207,1.90165663606475,4807.02399957769,4353.61743915968,4805.33166672557,5787.34000466261,0.119278070135759,0.0990150267669616,0.119396677033131,0.131460938017601,0.157583685885242,0.130968335481299,0.156604482671885,0.17439998966189,0.609248358257883,0.568804755253064,0.610245611694248,0.671832730008366,0.329957147076023,0.274136853411955,0.330609656968143,0.423072035463085
"78","TWN",0.441920369314274,0.426897183622272,0.440982352307146,0.460568720600144,0.329724414072578,0.305664783611309,0.328893569028092,0.359148340305945,0.47566229446398,0.420088171265707,0.47151322087745,0.536298576217838,14030.235781922,13649.5420695632,14036.0860217551,14630.4275253285,0.229099213706559,0.219655532764801,0.228850672016195,0.235032575513414,0.2634172217188,0.254221477626442,0.263739156181894,0.270509101136846,0.386553566684733,0.368853927031204,0.384689770354811,0.403881920512572,0.13268350239356,0.115334578566983,0.133067430289927,0.150316083605163
"79","TZA",0.610702467103964,0.565860685838329,0.59815103997726,0.747239560731953,0.66274816957946,0.548746415717113,0.625811748437321,1.08876682378003,1.30150402462513,0.858989797192968,1.14974326160256,3.28952747390084,1474.72317139687,1299.47670443292,1413.79417339425,2208.05633061189,0.14715425414892,0.0960645283822205,0.152157015507542,0.164231217032856,0.182495900614185,0.119097963985775,0.188480955590046,0.203288412258782,0.553331978810637,0.501038266320927,0.539667717071446,0.711391010518247,0.289784634199585,0.209373667577562,0.272110593616819,0.539597458215342
"80","UGA",0.49585646102488,0.487954876263802,0.495851059172393,0.505061878133485,0.410635172859956,0.396614047306888,0.410814001670335,0.426367227337791,0.47551741868595,0.460105969321025,0.475672222998387,0.495299837786206,553.00755954716,539.186114779097,553.864538772262,566.223411624807,0.188418451566196,0.184054698567947,0.188390963667618,0.192412165489055,0.235682086668264,0.228918280164646,0.235761750864201,0.239756058970247,0.410753827070849,0.402595004442901,0.411982531448755,0.420895777532462,0.0853177709237512,0.0819662927474417,0.0852823691113228,0.0875888301426164
"81","UKR",0.622115159065371,0.57312117288699,0.610664950920219,0.770897239407842,0.69580072852284,0.568771158496206,0.659928297488477,1.1878906134068,1.33778235769569,0.84155034626349,1.17855993903746,3.42367433292718,4402.39456665084,3805.31957442571,4204.98944549283,7133.56859241956,0.139204493409833,0.0841735129726531,0.143463164659603,0.157947546718941,0.181495926285643,0.109936666373399,0.187381574915239,0.204975434539324,0.557746633034762,0.498133813740725,0.545488094487767,0.73195857225945,0.291728110339692,0.201576039151757,0.269466199608832,0.566912030645684
"82","URY",0.622802469271226,0.587735740784533,0.623115234865488,0.662975075048312,0.703616425846693,0.616499391209047,0.702468388772311,0.813481421808287,1.15153652330603,0.918133922778499,1.15383629521061,1.50017087516558,7454.72226241957,6816.14931155996,7454.16633974036,8392.2453597353,0.137898187694323,0.121653087896136,0.138140808749555,0.150572720243788,0.184586941847363,0.164238921415889,0.184260118713083,0.203144514368816,0.555193601579178,0.511589478132669,0.555266384964374,0.60153457473161,0.27294221680168,0.222870436496609,0.272293329179311,0.346263982655854
"83","USA",0.536033446541271,0.51676911450928,0.532886953951649,0.595267335664076,0.532419158168425,0.493441055733971,0.52428032128188,0.665504324732081,0.753980531975387,0.611980542668176,0.702025250149354,1.24804214896474,23672.484863997,22333.9545004667,23500.951799649,27309.2566455023,0.172198326538575,0.149342248482117,0.173186325172708,0.180073542359268,0.243179002837941,0.212871332278525,0.244445014765259,0.253981864814384,0.4474016555715,0.422660450360154,0.442844915238075,0.517471338491958,0.180469861471185,0.145795712232714,0.173176109207876,0.270517345920103
"84","VEN",0.663809016540731,0.622418701138251,0.663254576738519,0.698654734607906,0.820510442050341,0.706797353729437,0.816349259592392,0.926511401967059,1.42700258124963,1.05471475190693,1.41216140708225,1.77834714611572,5083.11337786234,4459.23346912811,5110.4654374229,5742.52373295284,0.119399642384479,0.105485336747235,0.119161796483077,0.135003229456652,0.16504512441138,0.147145389606567,0.164701868881852,0.187002561565284,0.598153088045605,0.548027300677706,0.598087638714842,0.640095962255003,0.32178492122728,0.249320621539656,0.324127671275119,0.387550599234934
"85","VNM",0.55418372095791,0.537232540774875,0.554104109701584,0.579070404233594,0.52475558747355,0.488604098839946,0.524108672966709,0.57894601151426,0.813766264911445,0.721197170540804,0.813628664529569,0.934175981553725,750.888605551492,715.846946539028,751.945349576808,796.822744906137,0.172403149595742,0.161646121350817,0.171999366712432,0.179489557988408,0.205288545935164,0.193027949157259,0.205671586129284,0.213943487495813,0.496346224685368,0.473953356185388,0.495477823395089,0.522833370799636,0.205012435938706,0.179038831662573,0.204194938581689,0.240078463268124
"86","ZAF",0.8927681801874,0.828302623330665,0.888906553681077,0.999756914345181,2.24833896084716,1.58782474267408,2.02833669790156,8.68534159260081,3.83457631528325,2.18022920384399,3.4063107452226,9.19229372884742,158053.911351167,5982.00011634443,9336.66376116473,7334660.51301757,0.0253749994774116,3.38039644272343e-05,0.0263728340880935,0.0413772582955844,0.048543041774679,6.41209014258533e-05,0.0500093463027277,0.0785374351053101,0.856494700169242,0.770235849231795,0.850995984193666,0.999808579972348,0.653728176862365,0.453780194216495,0.641182583833481,0.999530434111039
"87","ZMB",0.831467032271884,0.751006719550945,0.817689134192863,0.999322989634808,1.6670931014823,1.13660403397535,1.44804763041685,7.20305848827845,3.1719936316052,1.66524568441304,2.64147865631315,9.16651486668376,11604.7353556797,1132.5835315344,1560.13354777703,490082.122113255,0.0488473623873552,0.000167594173749885,0.0530224515428333,0.0728183663350739,0.0796717192098927,0.000271620414386666,0.0861195348220315,0.118475382294093,0.7840754344634,0.680487027133553,0.766883136742165,0.999260491107777,0.557718586765996,0.355456170044348,0.524016814160853,0.998476896596107
