"","contcod","Gini-MI","Gini-MI-0","Gini-MI-0.5","Gini-MI-1","MLD-MI","MLD-MI-0","MLD-MI-0.5","MLD-MI-1","TheilT-MI","TheilT-MI-0","TheilT-MI-0.5","TheilT-MI-1","Mean-MI","Mean-MI-0","Mean-MI-0.5","Mean-MI-1","Bottom 50%-MI","Bottom 50%-MI-0","Bottom 50%-MI-0.5","Bottom 50%-MI-1","Middle 40%-MI","Middle 40%-MI-0","Middle 40%-MI-0.5","Middle 40%-MI-1","Top 10%-MI","Top 10%-MI-0","Top 10%-MI-0.5","Top 10%-MI-1","Top 1%-MI","Top 1%-MI-0","Top 1%-MI-0.5","Top 1%-MI-1","gini_ref93","t10_ref93"
"1","ARG",0.447493579993993,0.438402203481465,0.447469784544868,0.456403497744304,0.359340720767696,0.343859723716745,0.357874702225424,0.37488851155169,0.362075521056115,0.34351227380434,0.361952073167669,0.384348941927089,4845.47342754314,4727.85387446442,4836.98923064554,5012.70475791118,0.202173998625652,0.197812069445967,0.202354067742289,0.207847480258498,0.292291508381155,0.286644884633956,0.292524584588223,0.296948760885193,0.331972494681092,0.324058016404321,0.332733747754769,0.340923507722922,0.0749081364065957,0.0679736238246603,0.07532414696289,0.0832581444635741,0.464,0.351
"2","AUT",0.316218483853099,0.310498754076085,0.316418994783155,0.323708706503928,0.171432634170528,0.164764881875501,0.17114925654539,0.180194158995888,0.177617601232816,0.168191757837153,0.176560398312928,0.192961245665554,14504.6032102387,14255.4935456954,14510.3498372484,14771.5252986731,0.286606422577561,0.282843365257526,0.286440211077082,0.29010215719697,0.34425203503332,0.340298050284893,0.344199915708282,0.348473467965298,0.247732023767331,0.242084885109099,0.24767491175509,0.254677961299157,0.0492510596567813,0.045619724583085,0.0490276223215211,0.0554011872413359,NA,NA
"3","AZE",0.351043335870022,0.344456215228895,0.351268870929489,0.35943637636577,0.213229024265826,0.204089011482086,0.212890209753875,0.224688854857055,0.223158480990361,0.210463033195056,0.221529243421868,0.246755682985922,1047.82201726311,1026.53670790968,1046.99461164637,1070.15880887789,0.264647593636608,0.260457638301031,0.264424168539446,0.268516436334023,0.331471703307154,0.327015837184789,0.33140222539279,0.336290715622278,0.270498134860726,0.263829355551312,0.270417557831044,0.278648219583639,0.0577269796151898,0.0534751314272407,0.0578426417199551,0.0649938619409121,0.347,0.268
"4","BDI",0.334303771639017,0.325231863633174,0.334537244946227,0.340870615827693,0.18360278831835,0.173099217798254,0.183801928763123,0.190700960978853,0.202035494995805,0.187372638843916,0.202310275676843,0.215846360355862,313.439028982172,307.864948882087,313.358962648016,320.453101772933,0.276058407793905,0.27271430830356,0.275937198924695,0.28141459537216,0.328288151790183,0.323752154883207,0.327817296696055,0.332968993161296,0.265702037124693,0.258735264673874,0.266029452270278,0.27341681575639,0.0552057811049533,0.0502190935322231,0.0554694932270544,0.0605849814240382,0.333,0.266
"5","BEL",0.281920195036157,0.273948628603531,0.281821854604441,0.288633063208579,0.136972464693834,0.129182941295387,0.136848834107165,0.144569553404125,0.14201402454485,0.131248301704492,0.141671304163648,0.153868040478395,12419.493719497,12255.2176052464,12417.3901401839,12600.6040274016,0.309908773763686,0.306153548785263,0.309925722612174,0.313829230914704,0.355888394245186,0.352748707032171,0.355747001317453,0.36063874774127,0.228649289862261,0.220762350669059,0.228846126850136,0.234371360524888,0.0442030355380284,0.0402485150968607,0.043924549242473,0.049241877401617,NA,NA
"6","BFA",0.515199211570136,0.491723504592032,0.507154280779559,0.805466195771221,0.466172131441684,0.412531833249598,0.443197335892355,1.37119049255301,0.728553872615363,0.513595187814105,0.615894264434271,5.16921833366797,506.771283454647,470.604063041174,489.715701830658,1245.21719225951,0.1819690189722,0.0729167577545778,0.184582801148966,0.192058592861656,0.242316737970089,0.0970880352818329,0.246198346777444,0.255320216198977,0.430793049203936,0.400561946703794,0.422390332151202,0.771568673537277,0.165715437460886,0.122898247888502,0.153150232306589,0.662231255313583,0.481,0.395
"7","BGD",0.335590261902185,0.326841839290049,0.335418325626053,0.344293804065891,0.1832117453884,0.173058239899913,0.182510097129831,0.196290089260092,0.224238024576786,0.202678802830778,0.222289398540745,0.264917374365996,503.941509997082,495.349685269906,503.374041398235,512.740090247273,0.28002328864483,0.276123495047455,0.279950337228607,0.284431349562328,0.316633035751864,0.312821856022275,0.316628269851546,0.321372463256046,0.281223938748534,0.272610481578674,0.28101259213607,0.291330993567199,0.0674028691161682,0.0595703385846774,0.0662468748764368,0.0809280147703422,0.3025,0.257
"8","BGR",0.244659242590885,0.238685609926017,0.244540625319266,0.253626328605771,0.100388154083298,0.0956226329957936,0.100358622163449,0.110413800781682,0.106762271664505,0.0996458191998182,0.106404985810168,0.139091306670738,3585.22726812507,3557.08603788107,3585.9245496079,3630.8065963624,0.334604747606437,0.330314182685592,0.334801509170765,0.338345607083575,0.362477448026949,0.358221797991241,0.362236534649159,0.365819020934532,0.210201647331152,0.205627661845358,0.210286871515527,0.218689791362477,0.0384706062419629,0.0355719257400863,0.0384258713087126,0.0460023250404522,0.307,0.247
"9","BOL",0.534106169827418,0.518617145839048,0.532796376567664,0.562294820461526,0.509069058559783,0.477795002944245,0.506846417963077,0.569995562563092,0.655737723105104,0.559056299041125,0.649447553539314,0.965954865152967,2444.07442963056,2348.1265810678,2431.03025685425,2590.54997690639,0.165443369451002,0.155516074042201,0.166040489864399,0.171791687689349,0.239949252294052,0.224014362427361,0.240571178803259,0.249253394734949,0.432357350828414,0.413017256414111,0.430913276761706,0.466024700950325,0.151020468033797,0.125562013931009,0.150586871744601,0.200989925120528,NA,NA
"10","BRA",0.605837878295977,0.590992087984899,0.60622670753558,0.631082011125068,0.718821917487155,0.67875380508067,0.720227023387344,0.786623021783737,0.798102754171877,0.716300660059443,0.801858897673017,1.02351434251766,2640.79941202581,2521.2451730547,2641.50931851751,2852.99630763531,0.120560731766596,0.11243812071698,0.120430815984625,0.126813519120958,0.207915371674255,0.194555806990843,0.208087075701438,0.215428290063263,0.48234304360808,0.464767718238005,0.482805922602399,0.5138453447206,0.162454948610168,0.142134757850263,0.162343580514961,0.213509477506535,0.576333333333333,0.452
"11","CAF",0.617308592207291,0.598821167226944,0.616304086769154,0.637794137277086,0.801757788001322,0.747922623271272,0.800924918772449,0.859838071267386,0.79453660062732,0.70679618406936,0.785616061444149,0.93302518052743,297.54722836361,279.921215676116,296.241381077443,324.32280579751,0.109109050939206,0.102309656080312,0.109110830183146,0.116769180564116,0.206069171371665,0.192678634067378,0.206523854037617,0.217025918520764,0.480616275654346,0.455850609715875,0.479440245630786,0.507232522516915,0.152065423475294,0.12876886910453,0.149331452656115,0.190631907780018,0.613,0.477
"12","CAN",0.316858319966411,0.309871598421312,0.31652897777109,0.322991390567073,0.173178225919999,0.165176892412937,0.172490828960965,0.180193647667122,0.169272735997553,0.16016083995723,0.169091486087803,0.177666669466356,14697.7630297387,14466.0565753029,14678.8313542963,14953.1532250943,0.282688857747531,0.278796704909838,0.282642944297267,0.287338070820038,0.348659254214326,0.345396369570439,0.348699632363435,0.351668535839762,0.239569823974943,0.234463105547911,0.239807392463228,0.244570934911685,0.0420863410252961,0.0395650852305422,0.0420418395289144,0.044933395538593,0.3115,0.236
"13","CHE",0.332055124819362,0.323388461020202,0.332242792237968,0.341608711024188,0.197923923617856,0.188635896919389,0.198111193250773,0.21029882890222,0.19367888298168,0.179480843164901,0.1939967437474,0.206877199011229,17956.8573751729,17780.7357496458,17947.1873677829,18244.8867965056,0.274860641797319,0.27008989625307,0.274995973178891,0.280218259696987,0.346231940266677,0.341821016475556,0.346169791553945,0.350913286416104,0.251209276299321,0.244561971115705,0.25117734168566,0.260067665153242,0.049605148099932,0.0443395124179584,0.0498128900667289,0.0556621086786091,NA,NA
"14","CHL",0.55016404781142,0.529752891950156,0.549545158365119,0.587638126079292,0.535536984398845,0.492511777572608,0.533094833901821,0.620556771049016,0.719386134943537,0.588672144341298,0.711790996024885,1.17611081229653,3749.12673483157,3569.41358982195,3751.53175046541,4048.06781959354,0.15863151759895,0.145312058199393,0.158786525134525,0.166449047094204,0.22839239648331,0.208049016688025,0.22871380331796,0.239516987878209,0.451679048765833,0.425100893235501,0.450144732277924,0.496992030447567,0.164960863589946,0.135029967153124,0.160717119447093,0.228387415612701,0.556,0.4555
"15","CHN",0.387844906618852,0.378914808823193,0.38769713639223,0.395513992971773,0.258592587967328,0.246466399986102,0.258578293875367,0.270556579732161,0.261932457488692,0.246210367674072,0.26155759254082,0.276945387288712,589.496485181727,578.44968891322,589.47441388582,605.269780168415,0.238167945068178,0.234108051758744,0.238387297433103,0.243795949959121,0.316595376457852,0.312160359730183,0.316292188300676,0.32098757855328,0.288958446391127,0.281523012310423,0.288941550617204,0.295269045131841,0.05760220351374,0.0535713184800588,0.0575429248883283,0.0640510063926106,NA,NA
"16","CIV",0.372236762861647,0.36330640149583,0.372321196332319,0.381549450630531,0.232074460786663,0.219941839261282,0.232359133462949,0.246231752530081,0.261209862704151,0.243334505764977,0.259056546237813,0.316310661362347,1045.87929952308,1025.83803887672,1046.12440856148,1069.4648524664,0.253397643463049,0.249441263727035,0.253434935942964,0.258806722399642,0.31482157182849,0.308680468625042,0.314438598744252,0.31946512658084,0.292485572677961,0.284639032439794,0.292940610195464,0.302692532136691,0.0678418639549543,0.0619286555613315,0.0668160423561037,0.0805267628682953,0.4,0.3115
"17","COL",0.518049687863889,0.50149766221291,0.517222965959238,0.554889043272458,0.484975741518316,0.450608748592717,0.483649642441867,0.562537738200023,0.58115688826288,0.503173861195921,0.568793539828913,0.936333565008066,2888.62957387079,2762.02583209083,2880.07925884147,3087.67327152884,0.170475099098501,0.156982593266781,0.170859589920541,0.177375566898496,0.251930387184643,0.233683585388036,0.252693121085063,0.261272995781974,0.409312474641741,0.389188345382847,0.408857351784819,0.455211239397591,0.130971576073414,0.108671066796684,0.130535160556916,0.193617027378191,0.515,0.405
"18","CRI",0.460797634713121,0.44980794286108,0.460737697685239,0.473473650365856,0.40266373897267,0.382531255923612,0.402529851802226,0.425338932127045,0.390681377493609,0.359852844136354,0.388279533713711,0.437343119137428,2895.06392243282,2837.20375785635,2890.83360352284,2998.32246922271,0.193634686138978,0.188285761818898,0.193702200711681,0.199827977926802,0.292357569554046,0.285126745868166,0.292297954907192,0.299851265633826,0.338501486913962,0.3246904315777,0.338568439558228,0.352354907415285,0.0804291265107988,0.0703461109138512,0.0802769779951772,0.0927722417584431,0.4616,0.3416
"19","CZE",0.267040212339792,0.259809980355441,0.266430766845177,0.290322896139698,0.117625576867054,0.110129230102891,0.11684759670093,0.148512356289387,0.142335407436254,0.125436073286762,0.139190523820431,0.282397525913529,5154.80914301991,5099.86998734858,5145.8373552875,5327.65013480827,0.323556258020214,0.313379792593569,0.323864359710641,0.327273323847865,0.342187972057665,0.331726105482236,0.342354201392048,0.346826047703431,0.236713478217257,0.229527670075667,0.236494431250474,0.26085137972401,0.051352392309485,0.0447393127547142,0.0512017532248239,0.0791404850892909,0.266,0.236
"20","DEU",0.301324066885519,0.295576574160998,0.301433307775059,0.307694604974781,0.154952191265255,0.148538975167183,0.154543941231545,0.162788077105302,0.158166979141645,0.149412057487791,0.157441520459116,0.172259601215334,13352.3149210567,13180.7896361338,13342.8291628681,13601.8044709182,0.295417973406303,0.292075279102214,0.295325341393689,0.299053395728289,0.350100247147726,0.346904562307512,0.349975828658464,0.352952141076859,0.236793905273164,0.231969157311174,0.236946041905882,0.241885107981097,0.0445012229405546,0.0406145799572784,0.0444945008799436,0.0486235424508725,0.291333333333333,0.23
"21","DNK",0.25134580577683,0.244967198017333,0.251387514483255,0.256956896803203,0.112327974642222,0.10632938709259,0.112354584297145,0.117551211493561,0.110597678637679,0.103873560962355,0.11111143311712,0.115566728339243,12332.5684671369,12194.7327686881,12332.8083793003,12488.3305386562,0.329431331872283,0.325791153518548,0.329605373103006,0.333782816360664,0.371121018304307,0.369082069227368,0.370865794973058,0.374256741919444,0.207176737974553,0.201771477302925,0.20729679988304,0.210360325793555,0.0368386844085362,0.03407686392096,0.0369383588810864,0.0400682782665846,NA,NA
"22","DOM",0.518560121352433,0.486134012408191,0.51392589428242,0.791722932679659,0.483197434198335,0.415674560983858,0.467496709882226,1.31279272581732,0.704766029145259,0.483586692739741,0.608234869654851,4.82365680097281,2812.05286802286,2591.47098240583,2732.52934734457,6434.94073804866,0.177264444451722,0.076124907729976,0.179366003986577,0.190277878650009,0.247107965776134,0.106812720455039,0.249455201284609,0.264175645180296,0.425300759332048,0.387829106054144,0.41948982558947,0.750604249949191,0.158269450433057,0.112205403797072,0.147603698789524,0.631207741534945,0.514,0.419
"23","ECU",0.542813140040885,0.518297309522409,0.542648277314832,0.572177379776713,0.573241988777226,0.521490170951381,0.569791493810155,0.638972231720963,0.66051551790482,0.540063622506438,0.649624604986196,0.931765650563778,2181.29825886253,2079.03965072083,2186.56263190572,2322.06905070062,0.157124543848002,0.148507099312075,0.157356804626622,0.16728570028558,0.248093025343895,0.233166632464228,0.248007441546433,0.262137799186652,0.428579587868904,0.399264266297588,0.428549855385894,0.468229486929274,0.148422511227598,0.116915019777458,0.147376449944316,0.205799775609067,0.534,0.425
"24","EGY",0.302564275367908,0.292736726771514,0.301201423376931,0.34319066189762,0.151191627017212,0.139864570677103,0.149741150237028,0.20969669107311,0.190491231535345,0.162361112543525,0.184247505664749,0.486603924174451,1177.79108707242,1157.28131257093,1174.99354443399,1251.5884533516,0.301927497909605,0.284423614734081,0.302482323721402,0.306743374672012,0.329332393719881,0.310538036728941,0.330014259559263,0.335444136482493,0.261181308317513,0.250822516047777,0.259909910157014,0.30402244893666,0.0622857909248885,0.0527152539328233,0.0615030008979253,0.114204078277484,0.301,0.26
"25","ESP",0.372089490009473,0.359959966779681,0.372549420070236,0.383287596792306,0.250896323106276,0.236776595057644,0.251540939895497,0.266975855138387,0.248248327698322,0.228628266508563,0.248300786931269,0.268119090228621,8716.66998468304,8553.73427017995,8715.78381901973,8900.96390152525,0.24964087318149,0.244583859455606,0.249486180694929,0.255990726186282,0.330334051094323,0.324442157813968,0.330237687500959,0.336758185267384,0.278091780047828,0.26738546750474,0.27794834129246,0.289335970359172,0.0595287234256522,0.052534167981223,0.0598211043588353,0.0657241017230367,NA,NA
"26","EST",0.396917464577292,0.384830209028552,0.395904343883813,0.467198225264324,0.270232326750792,0.250690176775654,0.268322597668396,0.390734645769649,0.324996433118637,0.279395362318242,0.313606415984087,0.978094918562216,3302.15924356715,3233.2910351896,3295.01392935228,3748.06290078194,0.24123620381138,0.212897021175095,0.241373476279472,0.247647998570573,0.305441448162947,0.269085952539036,0.305723475067705,0.311954883782649,0.315159669220247,0.304364794110933,0.314357793134663,0.394601322948103,0.0839719365663458,0.0705844139965152,0.0830129125263043,0.184396442290486,0.395,0.313
"27","FIN",0.230177144707379,0.225672072592606,0.230313208472074,0.234605519613039,0.0866577126607253,0.0832706131006822,0.0866369294090548,0.0898688105062148,0.0884579200793039,0.0840886731867806,0.0885658098788048,0.0926058298832237,10594.8822734282,10479.3597863794,10593.8347708696,10747.4735587478,0.341421635235108,0.338641909414035,0.34132717883983,0.344391575926157,0.368336636029796,0.36609228544343,0.368360557743508,0.370355137001228,0.196699838892311,0.193341117952871,0.196819146051686,0.199261791148984,0.031152672688997,0.0294420472055357,0.0311599372769633,0.0337547743564152,NA,NA
"28","FRA",0.328546414400203,0.32028091804107,0.328575489203724,0.335782155935853,0.190937583617332,0.180998861116812,0.191052195092711,0.200635774293527,0.189895506354024,0.175902330575526,0.189660482873102,0.200054483614043,13782.9308283861,13595.0212504669,13786.1328750294,14046.8195726038,0.277604113186418,0.273757400032701,0.277497559305395,0.282163567514478,0.345150610506934,0.341523947032865,0.345152620689002,0.349952744813463,0.250910794927082,0.242969249323764,0.250807165931314,0.256616977427563,0.0496008692852938,0.0447242750062484,0.0493827527001916,0.0536873021427526,NA,NA
