"","contcod","Gini-MI","Gini-MI-0","Gini-MI-0.5","Gini-MI-1","MLD-MI","MLD-MI-0","MLD-MI-0.5","MLD-MI-1","TheilT-MI","TheilT-MI-0","TheilT-MI-0.5","TheilT-MI-1","Mean-MI","Mean-MI-0","Mean-MI-0.5","Mean-MI-1","Bottom 50%-MI","Bottom 50%-MI-0","Bottom 50%-MI-0.5","Bottom 50%-MI-1","Middle 40%-MI","Middle 40%-MI-0","Middle 40%-MI-0.5","Middle 40%-MI-1","Top 10%-MI","Top 10%-MI-0","Top 10%-MI-0.5","Top 10%-MI-1","Top 1%-MI","Top 1%-MI-0","Top 1%-MI-0.5","Top 1%-MI-1","gini_ref93","t10_ref93"
"1","ARG",0.574512000135709,0.537567251940043,0.561101335644077,0.931107229787775,0.628244695705835,0.525545866101009,0.575149966206908,2.42520715921451,1.01256175835556,0.646223478175648,0.800835633170455,7.47624681458516,7146.71528400667,6008.09507496117,6344.27391893792,40681.0145659381,0.152546692834228,0.024845408503011,0.157057136187305,0.166476642578218,0.220370774369327,0.0356131453814492,0.227178934294688,0.240258159753795,0.484913116009651,0.440789819117554,0.468946479582748,0.917173120506457,0.215381871983489,0.150529930546691,0.190374303647879,0.873327739971634,0.464,0.351
"2","AUT",0.382438893768694,0.369105797347431,0.381249459608377,0.401888077422171,0.253132407625946,0.234715368322004,0.251753276255563,0.283435019917436,0.325662461599033,0.28371503032014,0.316760613740864,0.45878922937109,16428.2816540634,16120.7241803364,16391.6858758649,17009.5397817904,0.256088165450274,0.247311410100368,0.256427837659822,0.261556649877898,0.306615500307902,0.295869788629033,0.307631318886568,0.314059020101197,0.317691099866675,0.302283056883171,0.316048696717304,0.33798303763079,0.0927763176784315,0.0803518601779754,0.0909044098878997,0.120920993553083,NA,NA
"3","AZE",0.432038276279223,0.414585862459782,0.430165880260863,0.461498292321314,0.324839143713849,0.296598344334214,0.321394703734302,0.378322572440522,0.442894343897576,0.357684866926289,0.418995275417011,0.695729164451822,1229.55020177821,1186.99053845917,1222.78106560961,1293.69860502208,0.228129117798948,0.216664591319692,0.228724963122139,0.236637249515924,0.284939307292983,0.269926090282429,0.28593054751836,0.295130005339846,0.35838521820825,0.338045389303392,0.356144440488937,0.392411712818413,0.117846914308256,0.0936527335954629,0.114029530310004,0.166721116526583,0.347,0.268
"4","BDI",0.417909036189217,0.40043674575175,0.415305731108181,0.455445061184327,0.296320153564474,0.268232641489619,0.291083537755398,0.364119107532823,0.425752503759089,0.335579448985315,0.405503482421358,0.729641241179823,367.411148050317,355.017532663671,365.245068850462,391.11524621318,0.238133710572609,0.223908586212293,0.238956870704598,0.246413719207457,0.282816882058532,0.264787087677513,0.283658156388763,0.292455891179293,0.354779310941516,0.333939419535674,0.351515153312078,0.398007946496903,0.117254397148409,0.0918515870235956,0.11497219728347,0.180927520272559,0.333,0.266
"5","BEL",0.336708379376645,0.327652392471208,0.3364274551075,0.351658115965401,0.19612539693722,0.184081935237415,0.196348586376337,0.217052667633517,0.239211503683997,0.209614960664339,0.240298754326725,0.287024446391542,13699.7452409522,13397.6413653385,13664.9696580014,14066.7427815131,0.283475450782429,0.276609543880022,0.283770713897409,0.288373826865743,0.324705532417393,0.316859278525927,0.32513527950127,0.330243804362507,0.283947243279248,0.273028423740326,0.283842269354006,0.299962160803423,0.0742394981190298,0.0632351279411406,0.0753528447658576,0.090118159772445,NA,NA
"6","BFA",0.748013490367329,0.675572931448446,0.745888953841114,0.857946139187305,1.09306937355023,0.825458285831981,1.06853965692804,1.64903430122721,2.35413513999531,1.36672364633115,2.18739528845469,4.38398450862124,1062.1518856974,784.225895970792,1004.39509157437,1841.56469976321,0.0887956928006549,0.049758135623558,0.0900241935172974,0.115180647942465,0.114318780128565,0.0639482957318837,0.115488115204947,0.147014828930289,0.704637073065383,0.62024725241407,0.702601072338751,0.834126497000794,0.463206279631391,0.318179111735617,0.452999414681828,0.691858283615756,0.481,0.395
"7","BGD",0.43847946372453,0.41548991287435,0.436744097296286,0.465821952116643,0.324235306883828,0.287181632147528,0.32013435301822,0.371072020592821,0.506793407407708,0.401478115560627,0.491088504338165,0.665744752455284,612.735783304866,584.948567934517,611.102390115804,647.320236324955,0.232013429270636,0.2199994682709,0.232419163817249,0.241950596053046,0.26149115345043,0.247791319182868,0.261857211152298,0.273908543681335,0.387922489357422,0.362701801324566,0.386145925463802,0.417348196869077,0.141628282453439,0.113623291403935,0.138868407244876,0.178269126182215,0.3025,0.257
"8","BGR",0.290153205556029,0.283602292449826,0.289470756362746,0.302248893237694,0.143572887571415,0.135294700893664,0.143163402181545,0.157881134589766,0.174318321308973,0.155082920754264,0.171491195706406,0.203411978975806,3872.59660063593,3820.80763871812,3867.62234476466,3956.9105243086,0.311883155114008,0.306031559029006,0.312101845976501,0.315828633579308,0.33736293579121,0.331634775076842,0.337857979651541,0.34062371757719,0.253957293687653,0.246629992705344,0.253257279548904,0.265641779378996,0.06041392158548,0.0527562975781821,0.0598269413796469,0.0708871787626844,0.307,0.247
"9","BOL",0.768251579074267,0.688601037358388,0.757768698834111,0.998492409859123,1.28660682670164,0.87470090982086,1.12597217626527,6.272535773873,2.64845139900702,1.37893871526096,2.26085006757204,9.13140826707897,23081.6692801257,3871.96672247413,5034.21282190245,877716.802970901,0.0774920062518809,0.00047005585798318,0.0810801130333559,0.105018819319633,0.108641927352496,0.000655098622531149,0.114152599259097,0.146169884481896,0.719214989063319,0.623474523287059,0.707382896667913,0.998292601421252,0.483145798187009,0.313446671385049,0.462107160746883,0.996822599843546,NA,NA
"10","BRA",0.843104773665836,0.765683215117152,0.842084325767672,0.927973457253251,1.68020228826851,1.25104930997838,1.65552087654201,2.43831074224841,3.06063852184883,1.71571433589821,3.08950799182078,5.14702267847103,7691.7643465928,4816.49440489596,7305.57729303387,16212.8279558964,0.0451153505652529,0.0202309851319874,0.0450410252330972,0.0672610933364792,0.0767525011017167,0.0345524086228187,0.0766247994298103,0.114964139237559,0.798974691918995,0.697728524141281,0.799310363521436,0.907574099256103,0.575032687623061,0.372709400196824,0.57776871107685,0.799593152586324,0.576333333333333,0.452
